"CC-2017-08982","1069 HEMPHILL AVE NW, Atlanta, GA, ","Match","Exact","1069 HEMPHILL AVE NW, ATLANTA, GA, 30318","-84.405624,33.783936","17342082","R"
"CC-2017-09307","165 RICHMOND ST SE, Atlanta, GA, ","Match","Exact","165 RICHMOND ST SE, ATLANTA, GA, 30312","-84.38254,33.739956","17346443","R"
"CC-2017-09101","348 CAIRO ST NW, Atlanta, GA, ","Match","Exact","348 CAIRO ST NW, ATLANTA, GA, 30314","-84.41962,33.76421","17342434","L"
"CC-2017-08981","2136 MARTIN L KING JR DR SW, Atlanta, GA, ","Match","Exact","2136 MARTIN LUTHER KING JR DR SW, ATLANTA, GA, 30310","-84.45815,33.750572","17339930","L"
"CC-2017-08790","168 TORRENCE ST NW, Atlanta, GA, ","Match","Exact","168 TORRENCE ST NW, ATLANTA, GA, 30314","-84.45397,33.751965","17408087","L"
"CC-2017-08996","267 BEREAN AVE SE, Atlanta, GA, ","Match","Exact","267 BEREAN AVE SE, ATLANTA, GA, 30316","-84.36673,33.747536","17357507","R"
"CC-2017-08791","2789 JONESBORO RD SE, Atlanta, GA, ","Match","Exact","2789 JONESBORO RD SE, ATLANTA, GA, 30354","-84.36856,33.67906","643288155","R"
"CC-2017-08997","255 BEREAN AVE SE, Atlanta, GA, ","Match","Exact","255 BEREAN AVE SE, ATLANTA, GA, 30316","-84.36673,33.747803","17357507","R"
"CC-2017-08994","542 MORELAND AVE SE, Atlanta, GA, ","Match","Exact","542 MORELAND AVE SE, ATLANTA, GA, 30316","-84.34924,33.739586","17358736","L"
"CC-2017-08995","930 MAULDIN ST SE, Atlanta, GA, ","Match","Exact","930 MAULDIN ST SE, ATLANTA, GA, 30316","-84.35606,33.749256","17357823","L"
"CC-2017-08794","1359 BYRERE TER SW, Atlanta, GA, ","Match","Exact","1359 BYRERE TER SW, ATLANTA, GA, 30310","-84.431595,33.71766","17341402","R"
"CC-2017-08792","1743 CAHOON ST SW, Atlanta, GA, ","Match","Exact","1743 CAHOON ST SW, ATLANTA, GA, 30310","-84.41192,33.70888","618350139","R"
"CC-2017-08998","184 PEARL ST SE, Atlanta, GA, ","Match","Exact","184 PEARL ST SE, ATLANTA, GA, 30316","-84.362175,33.74944","17357753","L"
"CC-2017-08793","1529 BOLTON RD NW, Atlanta, GA, ","Tie"
"CC-2017-08999","1321 MEMORIAL DR SE, Atlanta, GA, ","Match","Exact","1321 MEMORIAL DR SE, ATLANTA, GA, 30317","-84.344444,33.747555","23365307","R"
"CC-2017-08799","2150 LENOX RD NE, Atlanta, GA, ","Match","Exact","2150 LENOX RD NE, ATLANTA, GA, 30324","-84.35131,33.813366","17356464","L"
"CC-2017-08797","695 FRANCIS AVE SE, Atlanta, GA, ","Match","Exact","695 FRANCIS AVE SE, ATLANTA, GA, 30312","-84.36512,33.723373","17358296","R"
"CC-2017-08796","2832 1ST AVE SW, Atlanta, GA, ","Match","Exact","2832 1ST AVE SW, ATLANTA, GA, 30315","-84.40007,33.677315","17349793","L"
"CC-2017-08993","3494 FAIRLANE DR NW, Atlanta, GA, ","Match","Exact","3494 FAIRLANE DR NW, ATLANTA, GA, 30331","-84.50205,33.766872","17336729","L"
"CC-2017-08992","3517 FAIRLANE DR NW, Atlanta, GA, ","Match","Exact","3517 FAIRLANE DR NW, ATLANTA, GA, 30331","-84.50296,33.766907","17336729","R"
"CC-2017-08991","3655 COLLIER RD NW, Atlanta, GA, ","Match","Non_Exact","3655 COLLIER DR NW, ATLANTA, GA, 30331","-84.50454,33.768044","17336731","R"
"CC-2017-08990","3629 FAIRBURN PL NW, Atlanta, GA, ","Match","Exact","3629 FAIRBURN PL NW, ATLANTA, GA, 30331","-84.50601,33.772358","17336468","R"
